"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"40656","Central America","December 30, 2015","2015","Dec","3","","3","","","","","Murdered","Between Querétaro and Celaya in the Mexican states of Querétaro and Guanajuato, respectively. Mexico","Scalabrinian migrant activists quoted in 24News.ca","20.692916000000, -100.251252000000","Central America to US","http://bit.ly/1QZowxZ","Central America","1"
"41027","US-Mexico Border","December 29, 2015","2015","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41029","US-Mexico Border","December 29, 2015","2015","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41028","US-Mexico Border","December 29, 2015","2015","Dec","1","","1","","1","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41026","US-Mexico Border","December 28, 2015","2015","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40529","Mediterranean","December 28, 2015","2015","Dec","4","","4","","3","1","1","Drowning","Found on island of Fournoi, Greece","Hellenic Coast Guard, via IOM Athens ","37.551464000000, 26.507867000000","Eastern Mediterranean","http://www.hcg.gr/node/11744","Uncategorized","5"
"40613","Europe","December 28, 2015","2015","Dec","1","","1","","","","","Crushed in back of truck","Motorway near Dunkirque, France","El Siglo de Torreon","51.016352000000, 2.399438000000","","http://bit.ly/24taPcp, http://rfi.my/1U8IQMm","Western Europe","3"
"41004","Central America","December 28, 2015","2015","Dec","1","","1","","","1","","Unknown","Train Station, Tapachula, Chiapas, Mexico","Quadratin Queretaro","14.893189000000, -92.275410000000","Central America to US","http://bit.ly/1WUUHQb","Central America","1"
"40687","North Africa","December 27, 2015","2015","Dec","1","","1","","","1","","Shot","Gaza Egypt border","Al Jazeera","31.309450000000, 34.222756000000","","http://bit.ly/1RRllYN","Northern Africa","1"
"40528","Mediterranean","December 27, 2015","2015","Dec","1","","1","","1","","1","Drowning","Found on Fournoi Island, Greece","IOM Greece","37.593055000000, 26.518854000000","Eastern Mediterranean","","Uncategorized","4"
"40675","Caribbean","December 26, 2015","2015","Dec","","13","13","","1","12","","Presumed drowning","Between Artemisa, Cuba and Florida, USA","El Nuevo Herald","23.930804000000, -83.269439100000","","http://hrld.us/2pl8ciI","Uncategorized","1"
"41003","Mediterranean","December 25, 2015","2015","Dec","2","","2","185","","","","Unknown","Near Benzu in the north of Ceuta","Al Jazeera","35.916530000000, -5.372926000000","Western Mediterranean","http://bit.ly/22t9Jz6","Uncategorized","1"
"40527","Mediterranean","December 25, 2015","2015","Dec","1","","1","","","1","","Drowning","Found at Karlovasi port on Samos Island, Greece. ","Hellenic Coast Guaard vai IOM Athens","37.798058000000, 26.698630000000","Eastern Mediterranean","http://www.hcg.gr/node/11734","Uncategorized","5"
"40526","Mediterranean","December 25, 2015","2015","Dec","1","","1","","1","","","Drowning","Found on Samos Island, Greece","Hellenic Coast Guaard vai IOM Athens","37.707325000000, 27.000325000000","Eastern Mediterranean","http://www.hcg.gr/node/11734","Uncategorized","5"
"40523","Mediterranean","December 24, 2015","2015","Dec","20","","20","21","","","11","Drowning","Between Izmir province and Lesvos. About two miles off the Turkish coast when the boat began having trouble. ","EuronewsHurriyet Daily News","39.088957000000, 26.781175000000","Eastern Mediterranean","http://bit.ly/1JB5R3j, http://bit.ly/1SgIH9J","Uncategorized","3"
"40524","US-Mexico Border","December 24, 2015","2015","Dec","1","","1","","","1","","Drowning","Rio Bravo, An area called las ‘‘cruces” under the puente internacional. Mexican side.","Noticias de Honduras","32.056463100000, -106.980031800000","Central America to US","http://bit.ly/1KDsdaz","Central America","1"
"40525","Mediterranean","December 24, 2015","2015","Dec","2","","2","","2","","","Drowning","Found on Fournoi Island, Greece","Hellenic Coast Guaard vai IOM Athens","37.756132000000, 26.960456000000","Eastern Mediterranean","http://www.hcg.gr/node/11731","Uncategorized","5"
"41051","Europe","December 24, 2015","2015","Dec","1","","1","","1","","1","Vehicle Accident","Samos Island","IOM Athens","33.631295300000, 15.615427200000","","","Uncategorized","4"
"40522","Mediterranean","December 23, 2015","2015","Dec","1","","1","509","","","","Drowning","Brought to Augusta, Italy","UNHCR","36.179661000000, 14.815938000000","Central Mediterranean","","Uncategorized","4"
"41002","Mediterranean","December 23, 2015","2015","Dec","1","","1","","1","","","Unknown","Found on Fournoi Island, Greece","Hellenic Coast Guaard vai IOM Athens","37.566252000000, 26.505769000000","Eastern Mediterranean","http://www.hcg.gr/node/11723","Uncategorized","5"
"40520","Mediterranean","December 22, 2015","2015","Dec","11","","11","7","","","1","Drowning","off the coast of Kusadasi, Turkey. En route to Samos, Greece.","Hurriyet News","39.380546900000, 26.186165500000","Eastern Mediterranean","http://bit.ly/1Of331b","Uncategorized","1"
"40521","Mediterranean","December 22, 2015","2015","Dec","13","1","14","15","2","4","7","Drowning","off the coast of Farmakonisi islands","Hellenic Coast Guard via IOM Greece","37.295400000000, 27.112700000000","Eastern Mediterranean","","Uncategorized","5"
"40519","Mediterranean","December 22, 2015","2015","Dec","2","","2","69","1","","1","Drowning","Off the coast of Çe?me in ?zmir province. En route to Chios island, Greece.","Hurriyet News","39.024511200000, 15.296916600000","Eastern Mediterranean","http://bit.ly/1Mvd9pi","Uncategorized","1"
"40518","Mediterranean","December 21, 2015","2015","Dec","1","","1","","","1","","Drowning","Found on Kalymnos island, Greece","Hellenic Coast Guaard vai IOM Athens","37.576548000000, 26.482196000000","Eastern Mediterranean","http://www.hcg.gr/node/11701","Uncategorized","5"
"40832","North Africa","December 20, 2015","2015","Dec","3","","3","","","","","Starvation, Dehydration, Vehicle Accident","Wadi Halfa, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.385925000000, 33.502930000000","","","Northern Africa","2"
"40782","North Africa","December 20, 2015","2015","Dec","6","","6","","","","","Starvation","Albarega (Al Burayqah) , Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.398315000000, 19.578125000000","","","Northern Africa","2"
"40753","North Africa","December 20, 2015","2015","Dec","11","","11","","","","","Sickness and lack of access to medicines","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.376526000000, 19.984131000000","","","Northern Africa","2"
"40752","North Africa","December 20, 2015","2015","Dec","23","","23","","","","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40751","North Africa","December 20, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.088318000000, 32.900085000000","","","Northern Africa","2"
"40750","North Africa","December 20, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40749","North Africa","December 20, 2015","2015","Dec","6","","6","","","","","Sickness and lack of access to medicines","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40707","North Africa","December 20, 2015","2015","Dec","2","","2","","","","","Shot, Stabbed","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.457275000000, 36.387512000000","","","Northern Africa","2"
"40708","North Africa","December 20, 2015","2015","Dec","12","","12","","","","","Shot, Stabbed","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40709","North Africa","December 20, 2015","2015","Dec","36","","36","","","","","Shot, Stabbed","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40748","North Africa","December 20, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.475708000000, 32.550476000000","","","Northern Africa","2"
"40747","North Africa","December 20, 2015","2015","Dec","3","","3","","","","","Sickness and lack of access to medicines","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.214722000000, 20.140320000000","","","Northern Africa","2"
"40746","Horn of Africa","December 20, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","Bahir Dar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","11.574280000000, 37.361328000000","","","Eastern Africa","2"
"40788","Sub-Saharan Africa","December 20, 2015","2015","Dec","3","","3","","","","","Starvation, Dehydration","At end of Tanzanian waters","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-9.949890000000, 40.462708000000","","","Eastern Africa","2"
"40517","Mediterranean","December 20, 2015","2015","Dec","1","","1","","1","","1","Drowning","Found on Fournoi Island, Greece","Hellenic Coast Guaard vai IOM Athens","37.639369476360, 26.498112401514","Eastern Mediterranean","http://www.hcg.gr/node/11696","Uncategorized","5"
"40781","Horn of Africa","December 20, 2015","2015","Dec","2","","2","","","","","Starvation","Near La'anod, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.476128000000, 47.347479800000","","","Eastern Africa","2"
"40758","North Africa","December 19, 2015","2015","Dec","1","","1","","","","","Dehydration","Desert before Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.188477000000, 32.332886000000","","","Northern Africa","2"
"40607","Europe","December 19, 2015","2015","Dec","1","","1","","","1","","Fall","Escaping from health center in Sardinia, Italy","El Comercio","40.067293000000, 9.175777000000","","http://bit.ly/2bmAReE","Southern Europe","1"
"40757","North Africa","December 19, 2015","2015","Dec","1","","1","","","","","Dehydration","Near Kassala , Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.448120000000, 36.275513000000","","","Northern Africa","2"
"40514","Mediterranean","December 19, 2015","2015","Dec","2","","2","","1","1","1","Drowning","Found on Ikaria Island, Greece","Hellenic Coast Guard via IOM Greece","37.659145000000, 26.326265000000","Eastern Mediterranean","http://www.hcg.gr/node/11693","Uncategorized","5"
"40516","Mediterranean","December 19, 2015","2015","Dec","1","","1","61","1","","1","Drowning","En route to Chios","Hellenic Coast Guard via IOM Greece","38.376413000000, 26.213546000000","Eastern Mediterranean","http://www.hcg.gr/node/11694","Uncategorized","5"
"40770","North Africa","December 19, 2015","2015","Dec","2","","2","","","","","Harsh conditions","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.464722000000, 36.448486000000","","","Northern Africa","2"
"40787","Horn of Africa","December 19, 2015","2015","Dec","1","","1","","","","","Starvation, Dehydration","Near La'anod, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.493103000000, 47.336731000000","","","Eastern Africa","2"
"40513","Mediterranean","December 18, 2015","2015","Dec","4","","4","4","","","2","Drowning","between Bodrum, Turkey and Kos, Greece. ","Hurriyet Daily News","36.925738000000, 27.254266000000","Eastern Mediterranean","http://bit.ly/1QR5GXY, http://yhoo.it/1NUHKSG","Uncategorized","3"
"40786","Horn of Africa","December 18, 2015","2015","Dec","1","","1","","","","","Starvation, Dehydration","Between Garowe and Bosaso, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","10.106873000000, 48.867310000000","","","Eastern Africa","2"
"40653","Central America","December 18, 2015","2015","Dec","1","","1","","","1","","Murdered, Violence","Near Ochomogo River in Pica Pica, Nicaragua","Habana Linda","11.628637060811, -85.937684734302","Central America to US","http://bit.ly/295aRWk, http://bit.ly/2k6aNeU","Central America","3"
"41092","North Africa","December 18, 2015","2015","Dec","1","","1","","","","","Vehicle Accident","In the Sahara Desert , Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.004272000000, 29.707092000000","","","Northern Africa","2"
"40511","Mediterranean","December 18, 2015","2015","Dec","18","","18","14","4","","10","Drowning","En route to Kalymnos Island, Greece. About 3.5 km from the Turkish coast, near Bodrum. ","AFP/Reuters","36.941323000000, 27.343616000000","Eastern Mediterranean","http://ab.co/1OeWiyu, http://bit.ly/1Sa9iFq","Uncategorized","3"
"40512","Mediterranean","December 18, 2015","2015","Dec","4","","4","","","","3","Drowning","bound for the Greek island of Farmakonisi capsized in international waters off Bodrum’s Yal?kavak neighborhood","Hurriyet Daily News","37.118979000000, 27.220141000000","Eastern Mediterranean","http://bit.ly/1QR5GXY","Uncategorized","1"
"40780","North Africa","December 17, 2015","2015","Dec","8","","8","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"41091","North Africa","December 17, 2015","2015","Dec","2","","2","","","","","Vehicle Accident","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.477090500000, 32.264190600000","","","Northern Africa","2"
"40769","North Africa","December 17, 2015","2015","Dec","3","","3","","","","","Harsh conditions","Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.424500000000, 30.505676000000","","","Northern Africa","2"
"40744","North Africa","December 17, 2015","2015","Dec","5","","5","","","","","Sickness and lack of access to medicines","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40743","North Africa","December 17, 2015","2015","Dec","4","","4","","","","","Sickness and lack of access to medicines","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40742","Horn of Africa","December 17, 2015","2015","Dec","2","","2","","","","","Sickness and lack of access to medicines","Metema, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.959473000000, 36.158875000000","","","Eastern Africa","2"
"40785","Horn of Africa","December 17, 2015","2015","Dec","1","","1","","","","","Starvation, Dehydration","Near Hargeisa, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.543274000000, 44.040100000000","","","Eastern Africa","2"
"40745","North Africa","December 17, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.024307000000, 35.368567900000","","","Northern Africa","2"
"40706","North Africa","December 17, 2015","2015","Dec","1","","1","","","","","Shot, Stabbed","Gallabat, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.961304000000, 36.145508000000","","","Northern Africa","2"
"40740","North Africa","December 16, 2015","2015","Dec","8","","8","","","","","Sickness and lack of access to medicines","Albarega (Al Burayqah), Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.109680000000, 36.493896000000","","","Northern Africa","2"
"40506","Mediterranean","December 16, 2015","2015","Dec","2","","2","200","","","2","Drowning","Off the coast of Cesme, Izmir, Turkey. Likely en route to Chios, Greece","Hurriyet Daily News","38.331957000000, 26.214435000000","Eastern Mediterranean","http://bit.ly/1RTzbcd","Uncategorized","1"
"40507","Mediterranean","December 16, 2015","2015","Dec","4","","4","58","","","4","Drowning","Off the coast of Kara Ada, Bodrum, Turkey. En route to Kos, Greece","Hurriyet Daily News","36.952300000000, 26.980800000000","Eastern Mediterranean","http://bit.ly/1RTzbcd","Uncategorized","1"
"40784","Horn of Africa","December 16, 2015","2015","Dec","1","","1","","","","","Starvation, Dehydration","Near Las'nod, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.522888000000, 47.371704000000","","","Eastern Africa","2"
"40508","Mediterranean","December 16, 2015","2015","Dec","1","","1","","","1","1","Drowning","Kalymnos, Greece","Hellenic Coast Guard","36.930130000000, 27.001581000000","Eastern Mediterranean","http://www.hcg.gr/node/11682","Uncategorized","5"
"40510","Mediterranean","December 16, 2015","2015","Dec","5","","5","92","","1","3","Drowning","en route to Lesvos, Greece","AFP, IOM Greece","39.196567000000, 26.575927000000","Eastern Mediterranean","http://yhoo.it/1NUHKSG","Uncategorized","4"
"40779","North Africa","December 16, 2015","2015","Dec","34","","34","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40819","North Africa","December 16, 2015","2015","Dec","2","","2","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40738","North Africa","December 16, 2015","2015","Dec","3","","3","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.455688000000, 32.530518000000","","","Northern Africa","2"
"41090","North Africa","December 16, 2015","2015","Dec","10","","10","","","","","Vehicle Accident","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40737","Horn of Africa","December 16, 2015","2015","Dec","1","","1","","","","","Sickness and lack of access to medicines","Metema, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.954462000000, 36.157255900000","","","Eastern Africa","2"
"40741","North Africa","December 16, 2015","2015","Dec","5","","5","","","","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40739","North Africa","December 16, 2015","2015","Dec","3","","3","","","","","Sickness and lack of access to medicines","Umm Al Aranib, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.118530000000, 14.809692000000","","","Northern Africa","2"
"40791","North Africa","December 16, 2015","2015","Dec","2","","2","","","","","Starvation, Harsh conditions","Sahara Dessert , Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.258903000000, 12.277495600000","","","Northern Africa","2"
"41089","North Africa","December 15, 2015","2015","Dec","9","","9","","","","","Vehicle Accident","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40768","North Africa","December 15, 2015","2015","Dec","1","","1","","","","","Harsh conditions","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.289917000000, 30.301697000000","","","Northern Africa","2"
"40601","Horn of Africa","December 15, 2015","2015","Dec","3","","3","","","","","Harsh conditions","Metema, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.951721000000, 36.152100000000","","","Eastern Africa","2"
"40736","North Africa","December 15, 2015","2015","Dec","3","","3","","","","","Sickness and lack of access to medicines","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40505","Mediterranean","December 15, 2015","2015","Dec","2","3","5","18","2","","2","Drowning","off the coast of Kas, Antalya, Turkey, likely en route to Kastellorizo/Megisti, Greece","Hurriyet Daily News","36.964183000000, 27.431130000000","Eastern Mediterranean","http://bit.ly/1NUH2ov","Uncategorized","1"
"40735","North Africa","December 15, 2015","2015","Dec","2","","2","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.455688000000, 32.530518000000","","","Northern Africa","2"
"40734","North Africa","December 15, 2015","2015","Dec","2","","2","","","","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40594","Central America","December 14, 2015","2015","Dec","1","0","1","","","1","","Fall from train","San Martin de las Piramides, near Mexico City","SDP Nocitas","19.695513900000, -98.896157100000","Central America to US","http://bit.ly/1IRe6gE","Central America","1"
"40789","Sub-Saharan Africa","December 14, 2015","2015","Dec","1","","1","","","","","Starvation, Excessive Physical Abuse","Tunduma, Tanzania","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-9.309564800000, 32.768947900000","","","Eastern Africa","2"
"40502","Mediterranean","December 14, 2015","2015","Dec","1","","1","","","1","1","Drowning","Between Izmir, Turkey and Lesvos, Greece","Haberler","39.446941000000, 26.480153000000","Eastern Mediterranean","http://bit.ly/1O8jq1D","Uncategorized","1"
"40503","Mediterranean","December 14, 2015","2015","Dec","3","3","6","12","","","3","Drowning","near Kastelorizo/Megisti, Greece","Greek Reporter","36.175438000000, 29.589343000000","Eastern Mediterranean","http://bit.ly/1QJ2JIG","Uncategorized","1"
"40504","Mediterranean","December 14, 2015","2015","Dec","1","","1","","","1","","Drowning","Fournoi, Greece","Hellenic Coast Guard via IOM Greece","37.586014000000, 26.494619000000","Eastern Mediterranean","http://www.hcg.gr/node/11666","Uncategorized","5"
"40501","Mediterranean","December 12, 2015","2015","Dec","1","","1","","","1","","Drowning","found in advanced sepsis on Megisti/Kastelorizo, Greece","IOM Greece","36.173351000000, 29.602718000000","Eastern Mediterranean","http://www.hcg.gr/node/11656","Uncategorized","5"
"40611","Central America","December 11, 2015","2015","Dec","1","","1","","","1","","Cardiac arrest","Near train tracks in San Joaquin de Torreon, Coahuila, Mexico","Milenio","27.193486400000, -104.145363100000","Central America to US","http://bit.ly/1O2hyaV","Central America","1"
"40644","US-Mexico Border","December 10, 2015","2015","Dec","1","","1","","1","","","Hypothermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40499","Mediterranean","December 10, 2015","2015","Dec","4","","4","","1","2","1","Drowning","off the coast of Farmakonisi, Greece","AP","37.276233000000, 27.107574000000","Eastern Mediterranean","http://bit.ly/1OT8dRp","Uncategorized","1"
"40500","Mediterranean","December 10, 2015","2015","Dec","4","9","13","7","","","","Drowning","near Farmakonisi, Greece","Hurriyet Daily News","37.318839000000, 27.118061000000","Eastern Mediterranean","http://bit.ly/1RcqvOT","Uncategorized","1"
"40824","North Africa","December 10, 2015","2015","Dec","5","","5","","","","","Starvation, Dehydration","Desert in Sudan, near border with Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.894714000000, 30.564087000000","","","Northern Africa","2"
"40825","North Africa","December 10, 2015","2015","Dec","3","","3","","","","","Starvation, Dehydration, Excessive Physical Abuse","Sinai desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.970703000000, 34.068726000000","","","Northern Africa","2"
"40705","North Africa","December 09, 2015","2015","Dec","3","","3","","","","","Shot, Stabbed","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.761108000000, 32.915100000000","","","Northern Africa","2"
"40561","Mediterranean","December 09, 2015","2015","Dec","1","","1","","","","","Drowning","Found on Kos Island ","Hellenic Coast Guard via IOM Greece","36.882620000000, 27.311018000000","Eastern Mediterranean","","Uncategorized","5"
"40767","North Africa","December 09, 2015","2015","Dec","3","","3","","","","","Harsh conditions","Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","11.964700000000, 43.288400000000","","","Northern Africa","2"
"40674","US-Mexico Border","December 09, 2015","2015","Dec","1","","1","","1","","","Presumed drowning","Río Bravo, Las Adjuntas, Piedras Negras, Coahuila, Mexico
","Grupo NVI Noticias","28.677978800000, -100.521304600000","Central America to US","http://bit.ly/2fm566L","Central America","1"
"40498","Mediterranean","December 09, 2015","2015","Dec","12","13","25","26","2","4","5","Drowning","off the coast of Farmakonisi, Greece","Hurriyet Daily News and New Europe","37.469404000000, 27.027424000000","Eastern Mediterranean","http://bit.ly/1Y2gkeK, http://bit.ly/1OT8dRp","Uncategorized","3"
"40497","Mediterranean","December 09, 2015","2015","Dec","1","","1","18","","","1","Drowning","""off the Aegean coast"" en route to Farmakonisi, Greece","Hurriyet Daily News","37.305186000000, 27.133167000000","Eastern Mediterranean","http://bit.ly/1Y2gkeK","Uncategorized","1"
"41039","Sub-Saharan Africa","December 08, 2015","2015","Dec","7","","7","19","","","","Vehicle Accident","highway in Bulawayo, Zimbabwe","Zegabi, IOM Zambia","-20.159104000000, 28.572376000000","","http://www.zegabi.com/articles/9845","Eastern Africa","4"
"40559","North Africa","December 08, 2015","2015","Dec","11","27","38","","1","10","","Drowning","140km south of Boujdor in Western Sahara en route to Canary Islands","Reuters, La Vanguardia","26.544303000000, -15.279553000000","Western African","http://bit.ly/1NVoYwm, http://bit.ly/28IfW7F","Northern Africa","3"
"40560","Mediterranean","December 08, 2015","2015","Dec","6","","6","8","","","6","Drowning","off the coast of Cesme, Izmir, Turkey near Chios","Hurriyet Daily News","39.024511200000, 15.296916600000","Eastern Mediterranean","http://bit.ly/1XW83hJ","Uncategorized","1"
"41025","US-Mexico Border","December 07, 2015","2015","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40875","North Africa","December 07, 2015","2015","Dec","2","","2","","","","","Unknown","Sinai, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.744324000000, 32.662476000000","","","Northern Africa","2"
"40843","North Africa","December 04, 2015","2015","Dec","2","","2","","","2","","Suffocation","in a cave near Fnideq, Morocco, 7km from Ceuta","International Business Times","35.844745000000, -5.356311000000","Western African","http://bit.ly/1N6KhY5","Northern Africa","1"
